id,placeId,googlePlaceId,descriptorType,targetPlaceId,targetDisplayName,spatialRelationship,straightLineDistanceMeters,travelDistanceMeters,containment
162,107,ChIJ3dH-KT1GB4gRb6GRxfe8CQE,landmark,ChIJAZRbqwlGB4gROJawQTmPkLg,Saint Cecilia Catholic Church Roman Rite,,308.0428,449.10925,
163,107,ChIJ3dH-KT1GB4gRb6GRxfe8CQE,landmark,ChIJO-DSrghGB4gRszUBjj0PGKo,Glockenspiel,BESIDE,21.39032,8.26635,
164,107,ChIJ3dH-KT1GB4gRb6GRxfe8CQE,area,ChIJw-AwsghGB4gRDyK-GIBP9dM,"Alpine Motel | Wisconsin Dells, WI, USA",,,,NEAR
165,108,ChIJd-EMeAhGB4gRPkH7jjYsSDo,landmark,ChIJce0UeAhGB4gRil6jVFum-v4,Monk's Bar & Grill,ACROSS_THE_ROAD,24.945374,4.3335114,
166,108,ChIJd-EMeAhGB4gRPkH7jjYsSDo,landmark,ChIJ3dH-KT1GB4gRfTcA9cnqQfc,Ripley's Believe It Or Not,DOWN_THE_ROAD,182.30869,180.16481,
167,108,ChIJd-EMeAhGB4gRPkH7jjYsSDo,landmark,ChIJ4W_zNP1FB4gRUFdCrj_idG8,Riverwalk,AROUND_THE_CORNER,200.87093,184.80394,
168,108,ChIJd-EMeAhGB4gRPkH7jjYsSDo,landmark,ChIJAZRbqwlGB4gROJawQTmPkLg,Saint Cecilia Catholic Church Roman Rite,,289.03766,316.07922,
169,108,ChIJd-EMeAhGB4gRPkH7jjYsSDo,landmark,ChIJd-EMeAhGB4gRg3UNu6L3fDY,H. H. Bennett Studio,BESIDE,13.315148,21.322868,
170,109,ChIJ8wp8WWK2iYcRVUkvvQdvwIk,area,ChIJ8wp8WWK2iYcRYVkNH0wxTw0,Oakwood Lakes State Park,,,,WITHIN
171,110,ChIJk3Mpv2EsiocRU611LL-4e04,area,ChIJk3Mpv2EsiocRSn33wtwzPew,Hole in the Mountain County Park,,,,WITHIN
172,111,ChIJP_AnAHL5iYcRbNoj63CjRdo,area,ChIJP_AnAHL5iYcR74AAdMHovXA,Lake Cochrane Recreation Area,,,,OUTSKIRTS
173,112,ChIJV5871q0uzVIRRSY51z1kcFw,landmark,ChIJ78rG2NMvzVIRt-52_VggwTA,Pelican Lake Boat Ramp,,167.23553,243.12332,
174,112,ChIJV5871q0uzVIRRSY51z1kcFw,area,ChIJV5871q0uzVIRI2L5j-FTVU8,Pelican Lake Recreation Area,,,,WITHIN
175,114,ChIJO_-AklwmiocRnuromUiQ7Y0,area,ChIJKbQVZFsmiocRZrpQapWgfh0,Suhr State Wildlife Management Area,,,,WITHIN
176,115,ChIJF3Ef5k8tiocRmAU_zuTFLf0,landmark,ChIJ3yoMOvksiocRYRCTqURd_Wo,Station One,,210.21889,208.89731,
177,115,ChIJF3Ef5k8tiocRmAU_zuTFLf0,landmark,ChIJ04toov4siocRy2yH40xjof8,Lake Benton Elementary,,268.74707,286.68274,
178,115,ChIJF3Ef5k8tiocRmAU_zuTFLf0,landmark,ChIJzUd9wP4siocRj5hdXlLFRQk,Lake Benton Opera House,,249.51352,277.91324,
179,115,ChIJF3Ef5k8tiocRmAU_zuTFLf0,landmark,ChIJ04toov4siocRFxMWecWQdIc,Lake Benton Public School,,269.6893,286.68274,
180,115,ChIJF3Ef5k8tiocRmAU_zuTFLf0,landmark,ChIJzUd9wP4siocRTOGvK7nN8bg,Bolt's Lake Benton Grocery,,287.53912,348.9645,
181,116,ChIJAQAAUB0FiocRqToYYRUGsTU,landmark,ChIJO4bP4wIFiocROKo0UrPdM0s,"Canby Chiropractic, DOT Exams, and Acupuncture",,267.70398,439.85104,
182,116,ChIJAQAAUB0FiocRqToYYRUGsTU,area,ChIJETTOVf0EiocRkOvIflog8WM,Lake Sylvan Park,,,,OUTSKIRTS
183,117,ChIJ0SQtX09OiocRwH2HXJWcQpU,area,ChIJ0SQtX09OiocRjlT7Nzhd7D0,Camden State Park,,,,OUTSKIRTS
184,118,ChIJOW852RWYiocRbDBpE5Ijrag,area,ChIJSZYXARqYiocROp2G6eEcHoc,Skalbekken County Park,,,,WITHIN
185,119,ChIJNa8WskhViocRLos32D3w810,area,ChIJNa8WskhViocRbMLZzJUrD9c,Garvin County Park,,,,OUTSKIRTS
186,120,ChIJpcUt7D_WylIRIvRPsefIxXs,area,ChIJpcUt7D_WylIR87CANCdSvS0,Lagoon Park,,,,WITHIN
187,121,ChIJ936zGQi9iocRdDsJAu5MwMo,area,ChIJ936zGQi9iocR_nX7Yl4cP8c,Swedes Forest Scientific and Natural Area,,,,OUTSKIRTS
188,122,ChIJOdKnDo-8iocR5eyqADwuvo8,area,ChIJhfsvoY-8iocRfC2NDrNfMJ0,Joseph R Brown Wayside Park,,,,OUTSKIRTS
189,125,ChIJJxPH2jidiocRe6KpSExrWDE,landmark,ChIJyQGTMJWciocR5jFFEDrNOOo,Granite Falls Motor Vehicle,AROUND_THE_CORNER,73.76389,104.55235,
190,125,ChIJJxPH2jidiocRe6KpSExrWDE,landmark,ChIJ7S3x1OqciocRgl0BUvuIxmc,Carl's Bakery,,199.07004,245.27559,
191,125,ChIJJxPH2jidiocRe6KpSExrWDE,landmark,ChIJPfB6peuciocRhjPcBpuMhXg,American Legion,AROUND_THE_CORNER,94.56684,77.65215,
192,125,ChIJJxPH2jidiocRe6KpSExrWDE,landmark,ChIJLXCUK-uciocRgSwg_drSAOc,Granite Falls Footbridge (R0657),,157.15047,199.5907,
193,125,ChIJJxPH2jidiocRe6KpSExrWDE,landmark,ChIJzxFWmK2diocRlDi6YDwTK8M,Falls Cafe & Canoe,,85.33329,125.35582,
194,125,ChIJJxPH2jidiocRe6KpSExrWDE,area,ChIJDw6KbOuciocRIgy38uokFuQ,Sorlien Park,,,,WITHIN
195,126,ChIJ7Yiy81Q99YcR0aDCCDHO2TA,landmark,ChIJ58Q9rgAY9YcRcPN2-PVx8TI,Fort Ridgely,DOWN_THE_ROAD,107.26151,106.71264,
196,126,ChIJ7Yiy81Q99YcR0aDCCDHO2TA,area,ChIJ7Yiy81Q99YcRQqKnBARcH1I,Fort Ridgely State Park,,,,OUTSKIRTS
197,127,ChIJL6xYP2z-9IcRscJNP2iXmJ0,landmark,ChIJBcsso3L-9IcRY2MeE_PBaIg,Flandrau State Park CCC/WPA/Rustic Style Historic Resources,,434.06458,469.79254,
198,127,ChIJL6xYP2z-9IcRscJNP2iXmJ0,area,ChIJL6xYP2z-9IcRCp8nA6reN4g,Flandrau State Park,,,,OUTSKIRTS
199,128,ChIJ8eoOy0rKiocRrAAH9PgZdTs,landmark,ChIJIdyodjXKiocRUdNXqPWZsds,Redwood Falls Zoo,AROUND_THE_CORNER,92.81351,145.52655,
200,128,ChIJ8eoOy0rKiocRrAAH9PgZdTs,landmark,ChIJU64ULvXLiocRFLR1loTJFoo,Ramsey Park Campground,,170.73746,190.07648,
201,128,ChIJ8eoOy0rKiocRrAAH9PgZdTs,area,ChIJ8eoOy0rKiocRQtdV2IxzU4Q,Ramsey Park - Cansayapi Park-,,,,WITHIN
202,128,ChIJ8eoOy0rKiocRrAAH9PgZdTs,area,ChIJIdyodjXKiocRDNHPY3bj8zA,Redwood Falls Zoo,,,,NEAR
203,130,ChIJBcsso3L-9IcRY2MeE_PBaIg,landmark,ChIJL6xYP2z-9IcRscJNP2iXmJ0,Flandrau State Park,WITHIN,405.45923,469.78906,
204,130,ChIJBcsso3L-9IcRY2MeE_PBaIg,area,ChIJL6xYP2z-9IcRCp8nA6reN4g,Flandrau State Park,,,,WITHIN
205,131,ChIJg4qGn-qC9YcRMi62RCyM220,landmark,ChIJ9ULBRL-C9YcRsdoBdw6qIwA,Lake Marion Campground,AROUND_THE_CORNER,103.46108,142.5055,
206,131,ChIJg4qGn-qC9YcRMi62RCyM220,area,ChIJk044tpWC9YcRGzm8XKuE6lk,Lake Marion Regional Park,,,,WITHIN
207,133,ChIJa6oclNNk9YcRmhDRy0-u56k,area,ChIJa6oclNNk9YcRiWynUrGTyr8,Lake Allie County Park,,,,WITHIN
208,134,ChIJpdLJrTyA9YcR4BahvI61Z6o,landmark,ChIJ00MzVfeB9YcRfC3tvGdAISs,Masonic West River Campground,AROUND_THE_CORNER,238.13771,389.49472,
209,134,ChIJpdLJrTyA9YcR4BahvI61Z6o,area,ChIJpdLJrTyA9YcR1laJ6upoW4k,Masonic West River Park,,,,WITHIN
210,135,ChIJY1gHXwK3iocRzJx4E3PT5bk,area,ChIJNSEdeQO6iocRjRwE05xzd24,Vicksburg County Park,,,,OUTSKIRTS
211,136,ChIJr7jFY9o99YcR_6po-3y_4GA,area,ChIJt4_XDrw89YcRzGqJ1yY1BcI,Mack Lake County Park,,,,OUTSKIRTS
212,137,ChIJyYr0f4h_9YcRoy416M5wzWw,area,ChIJyYr0f4h_9YcRYxsTYCHzSjo,Roberts Park Hutchinson,,,,WITHIN
213,138,ChIJP_Vd_C7_9IcR2vcbziKxbJ8,area,ChIJL6xYP2z-9IcRCp8nA6reN4g,Flandrau State Park,,,,OUTSKIRTS
214,138,ChIJP_Vd_C7_9IcR2vcbziKxbJ8,area,ChIJm9OLBBX-9IcRgXeGbLD4ekQ,Nehls Park,,,,NEAR
215,138,ChIJP_Vd_C7_9IcR2vcbziKxbJ8,area,ChIJ0SN3yEH-9IcRfje2DdRJHao,Cottonwood Grill,,,,OUTSKIRTS
216,139,ChIJQYU25qs19YcRIXHZ0QWQu9M,landmark,ChIJ4z5W8Qo29YcRKh0mRdUsBJs,Birch Coulee Battlefield,WITHIN,421.80286,448.95154,
217,139,ChIJQYU25qs19YcRIXHZ0QWQu9M,area,ChIJ4z5W8Qo29YcRbHErpLXbr-k,Birch Coulee Battlefield,,,,OUTSKIRTS
218,141,ChIJgRIE6F_-9IcR22v5fiUB4U8,area,ChIJL6xYP2z-9IcRCp8nA6reN4g,Flandrau State Park,,,,WITHIN
219,142,ChIJg5X0HfQM9ocRMC9A0COZ3EI,area,ChIJg5X0HfQM9ocRQ85RUBXUXMU,Minnesota Valley State Recreation Area,,,,OUTSKIRTS
220,144,ChIJpZnfqM819IcRokQ6as2zeG4,area,ChIJpZnfqM819IcRAx7eZo0PmbE,Seven Mile Creek County Park,,,,WITHIN
221,145,ChIJJ4xELEwD9ocR671tMgmXv9A,area,ChIJb7MRbkYD9ocRjXagI9RtUu8,Lake Minnewashta Regional Park,,,,WITHIN
222,146,ChIJSxEpaShs9ocR7ahnWaGicQU,area,ChIJFc7xOyZs9ocRAdckj_25d9s,Cedar Lake Farm Regional Park,,,,WITHIN
223,147,ChIJIX19irM_9ocRgt4NZYaworY,area,ChIJIX19irM_9ocRA3cxCZFXPzE,Cleary Lake Regional Park,,,,WITHIN
224,148,ChIJYVQqfT4O9ocRx6_WNNLgDo4,landmark,ChIJv8xmijYO9ocRAddtKjtduFI,Trail of Terror,,255.97562,314.88312,
225,148,ChIJYVQqfT4O9ocRx6_WNNLgDo4,landmark,ChIJH-CMgGMP9ocRbHfIkoTAqrU,Minnesota Valley National Wildlife Refuge Trailhead,,78.920074,93.908554,
226,148,ChIJYVQqfT4O9ocRx6_WNNLgDo4,landmark,ChIJYV7e0S0O9ocRAVlpck-BFMc,Bryan Rock Products - Shakopee/Hwy 169 Quarry,,333.25842,399.9408,
227,149,ChIJsfSOI4QE9ocR4C-PXlDLseo,landmark,ChIJf2YkPYEE9ocRiuPb7s-apbA,Marion Andrus Learning Center,,321.39774,366.18896,
228,149,ChIJsfSOI4QE9ocR4C-PXlDLseo,landmark,ChIJ1yrb1zcF9ocRdGsZmhEgkxk,Oswald Visitor Center | Minnesota Landscape Arboretum,BESIDE,42.36063,17.585033,
229,149,ChIJsfSOI4QE9ocR4C-PXlDLseo,landmark,ChIJHXhkDgAF9ocR6-lCD0dO7mw,Arboretum,,107.09804,245.69835,
230,149,ChIJsfSOI4QE9ocR4C-PXlDLseo,landmark,ChIJ2QlFgFcF9ocRmemDob1FRn8,Japanese Garden,,115.43847,201.55527,
231,149,ChIJsfSOI4QE9ocR4C-PXlDLseo,area,ChIJsfSOI4QE9ocRbRHD5TJT-aw,University of Minnesota Landscape Arboretum,,,,WITHIN
232,150,ChIJUwChI07w9YcRKp_MKO_XOOE,landmark,ChIJFTZ9fwDx9YcR8RCyJrjd_e8,Eagle Lake Observatory,BESIDE,23.173246,0.0,
233,151,ChIJLbsKh-f99YcRwqxWUEPuLos,area,ChIJ-X8B7ef99YcReNGxRliYpmg,Lake Waconia Regional Park,,,,WITHIN
234,152,ChIJj2GGgT8B9ocRjifipx3YTwI,area,ChIJj2GGgT8B9ocR7QBdGvHkx9k,Carver Park Reserve,,,,WITHIN
235,153,ChIJVYQB720B9ocRbQ_5DxTWd_4,landmark,ChIJc4NQv3sB9ocRXAv3p4SHjnc,Lake Minnetonka Regional Park Boat Launch,,136.84607,169.76788,
236,153,ChIJVYQB720B9ocRbQ_5DxTWd_4,landmark,ChIJSdaAAWUB9ocRGKyQeTjIbjo,Lake Minnetonka Regional Park Playground,,394.28952,423.69202,
237,153,ChIJVYQB720B9ocRbQ_5DxTWd_4,area,ChIJBzYiTWUB9ocR9guevkbQuKw,Lake Minnetonka Regional Park,,,,WITHIN
238,154,ChIJh8BcqhPF9YcRHb-Rs1YdyJ8,area,ChIJh8BcqhPF9YcRrBsbcKWY61E,Rush River County Park,,,,WITHIN
239,155,ChIJwS8cMBEj9ocRbzuUhKeORBc,landmark,ChIJgQOR0hsj9ocRnp2nqWonfro,Hyland Play Area,,461.30353,420.01157,
240,155,ChIJwS8cMBEj9ocRbzuUhKeORBc,landmark,ChIJaa6P0hsj9ocRZoSbu6yih14,Hyland Lake Park Reserve Visitor Center,,426.55075,420.01157,
241,155,ChIJwS8cMBEj9ocRbzuUhKeORBc,landmark,ChIJ61067jkj9ocR0qEkYGNRBDU,"Sunnyside Picnic Area, Hyland Lake Park Reserve",,417.8951,449.39227,
242,155,ChIJwS8cMBEj9ocRbzuUhKeORBc,area,ChIJwS8cMBEj9ocRjsmpALY32og,Hyland Lake Park Reserve,,,,OUTSKIRTS
243,155,ChIJwS8cMBEj9ocRbzuUhKeORBc,area,ChIJbadNyGYj9ocRjmk1YcuMBFo,West Bloomington,,,,WITHIN
244,157,ChIJf52UCYMb9ocRBcosGCqPIMg,landmark,ChIJtzCAvXQa9ocRTqc6Km714xM,Huber Park,,392.69574,422.00006,
245,157,ChIJf52UCYMb9ocRBcosGCqPIMg,landmark,ChIJt3kYz3ca9ocRGcFvSeVrUsE,Fraternal Order of Eagles,,327.93677,433.99493,
246,157,ChIJf52UCYMb9ocRBcosGCqPIMg,landmark,ChIJ67XLUHYa9ocR-9NEVfTQCkU,Wampach's Restaurant,,175.1175,248.21263,
247,157,ChIJf52UCYMb9ocRBcosGCqPIMg,landmark,ChIJvauhf3Ya9ocRK7GkB4NghpE,Turtle's Bar & Grill,,133.58563,207.95082,
248,157,ChIJf52UCYMb9ocRBcosGCqPIMg,landmark,ChIJW27b1XUa9ocRGGVUHvuihE8,Turtle’s 1890 Social Centre,,161.54042,290.28494,
249,157,ChIJf52UCYMb9ocRBcosGCqPIMg,area,ChIJubwt-3Ya9ocRnHTmd_7mxqk,Northridge Court,,,,NEAR
250,157,ChIJf52UCYMb9ocRBcosGCqPIMg,area,ChIJtdgnL3Qa9ocRM0om51j-A0M,River City Centre Apartments,,,,NEAR
251,157,ChIJf52UCYMb9ocRBcosGCqPIMg,area,ChIJtzCAvXQa9ocRecb6fTIihm0,Huber Park,,,,NEAR
252,158,ChIJjRoGsiUU9ocRFYBaaLtmKS4,landmark,ChIJSxdKIwAV9ocRxzwjaVOrEf8,Spring Lake Regional Park - South Entrance,,261.88177,426.11722,
253,158,ChIJjRoGsiUU9ocRFYBaaLtmKS4,area,ChIJVw7ijiUU9ocRd6r6JnO5gNU,Spring Lake Regional Park,,,,OUTSKIRTS
254,159,ChIJaTLrdIoi9ocR44rdFynB6O4,landmark,ChIJU4bYynUa9ocRSMEHryQIYdc,Preserve Barbers,,217.04831,498.7253,
255,159,ChIJaTLrdIoi9ocR44rdFynB6O4,area,ChIJg44p52gi9ocRI6hbCMyUzYQ,Hyland-Bush-Anderson Lakes Park Reserve,,,,OUTSKIRTS
256,160,ChIJseaiC1Af9ocRogfyQHUWPDE,landmark,ChIJ5exO308f9ocR43EC_fj6jkw,Bryant Lake Playground,,223.45871,0.0,
257,160,ChIJseaiC1Af9ocRogfyQHUWPDE,landmark,ChIJiWoryjUf9ocRsQHKX4ItEIw,Bryant Lake Disc Golf,,42.72076,0.0,
258,160,ChIJseaiC1Af9ocRogfyQHUWPDE,landmark,ChIJJ8btv08f9ocRHjnLuYw2ZUU,Bryant Lake Public Boat Ramp,,333.17477,0.0,
259,160,ChIJseaiC1Af9ocRogfyQHUWPDE,area,ChIJseaiC1Af9ocR3WkrF_SmOTs,Bryant Lake Regional Park,,,,WITHIN
260,161,ChIJQQBSnfg-9ocRmgikchZOoVE,landmark,ChIJkfBsYVM-9ocR8PKpkE7F3B4,Cleary Lake Golf Course,,297.9247,344.97238,
261,161,ChIJQQBSnfg-9ocRmgikchZOoVE,landmark,ChIJIX19irM_9ocRgt4NZYaworY,Cleary Lake Regional Park,WITHIN,704.0916,237.60484,
262,161,ChIJQQBSnfg-9ocRmgikchZOoVE,area,ChIJIX19irM_9ocRA3cxCZFXPzE,Cleary Lake Regional Park,,,,WITHIN
263,164,ChIJa85eJSLN9YcREy9tvR-GjSc,area,ChIJa85eJSLN9YcR5T-wXiH7CTk,Traverse des Sioux Park,,,,WITHIN
264,165,ChIJU5Jl6U099ocRJ5k8ovszbak,area,ChIJxZkL3E099ocRH9LmWDfnMCM,Wilkie Unit - Minnesota Valley National Wildlife Refuge,,,,OUTSKIRTS
265,166,ChIJO36jTQBr9ocROg0itOTm7K4,area,ChIJif4VR2Fq9ocRqX5m5uLdf9k,Doyle-Kennefick Regional Park,,,,WITHIN
266,167,ChIJuScqx-UZ9ocRtcM5k4o1DjU,landmark,ChIJswRxvPgZ9ocRFVBcR5kdFDw,Memorial Park,,437.27924,498.9176,
267,167,ChIJuScqx-UZ9ocRtcM5k4o1DjU,area,ChIJLwlLSuQZ9ocR-5tOBph0D0g,The Landing - MN River Heritage Park,,,,WITHIN
268,168,ChIJPRpPy6gj9ocRLThEzpFAXGU,area,ChIJwS8cMBEj9ocRjsmpALY32og,Hyland Lake Park Reserve,,,,WITHIN
269,168,ChIJPRpPy6gj9ocRLThEzpFAXGU,area,ChIJbadNyGYj9ocRjmk1YcuMBFo,West Bloomington,,,,WITHIN
270,169,ChIJyxQdjhcf9ocRM6XmESUcFVc,landmark,ChIJa1bnDCcf9ocRP0WT-NP7PYQ,School of Rock Eden Prairie,,305.7104,298.34546,
271,169,ChIJyxQdjhcf9ocRM6XmESUcFVc,landmark,ChIJ8VdPINwe9ocRpYLxgrRInAo,True Friends Camp Eden Wood,AROUND_THE_CORNER,182.999,401.66403,
272,169,ChIJyxQdjhcf9ocRM6XmESUcFVc,landmark,ChIJa1bnDCcf9ocR1-XBK_f7xXM,Xcel Fitness,,258.77325,322.56668,
273,169,ChIJyxQdjhcf9ocRM6XmESUcFVc,landmark,ChIJ2We9_-sf9ocRJ5EdNHgs008,College Hunks Hauling Junk and Moving Eden Prairie,,294.28702,340.81815,
274,169,ChIJyxQdjhcf9ocRM6XmESUcFVc,landmark,ChIJpxvbjVAn9ocR4sA9DqRdatI,Trinity Exteriors,,267.68942,407.25974,
275,171,ChIJC50BcwAj9ocRqFk227hECrw,area,ChIJC50BcwAj9ocRr4zTl_w7VfI,Bush Lake Park,,,,OUTSKIRTS
276,171,ChIJC50BcwAj9ocRqFk227hECrw,area,ChIJbadNyGYj9ocRjmk1YcuMBFo,West Bloomington,,,,WITHIN
277,174,ChIJFQ_up0AB9ocRcGQ1XH3fJpI,area,ChIJj2GGgT8B9ocR7QBdGvHkx9k,Carver Park Reserve,,,,WITHIN
278,176,ChIJiYM2iFhTs1IRbLlJ44UumJ4,landmark,ChIJp4XJ7KdUs1IRUaXdvuaxujI,River Valley Church - Minnetrista Campus,,242.42111,354.63632,
279,176,ChIJiYM2iFhTs1IRbLlJ44UumJ4,area,ChIJ-SE2iFhTs1IRZgd82bxszhw,Gillespie Park,,,,OUTSKIRTS
280,177,ChIJtUufUi8z9IcR_MVnNvIgqoY,landmark,ChIJCePeni4z9IcRXX-3FaC2Kgs,Cambria University,,366.51184,481.8574,
281,177,ChIJtUufUi8z9IcR_MVnNvIgqoY,landmark,ChIJJ2ENUS4z9IcRpT0ou02GSkU,"Culligan Ultrapure of St. Peter, MN",,306.12823,406.25684,
282,177,ChIJtUufUi8z9IcR_MVnNvIgqoY,landmark,ChIJxQEGUS4z9IcRPHFr5SmkgJg,St. Peter Lumber Company,,344.11642,449.47498,
283,177,ChIJtUufUi8z9IcR_MVnNvIgqoY,area,ChIJL6mauDwz9IcRCh6wqFMBiYc,Riverside Park,,,,OUTSKIRTS
284,177,ChIJtUufUi8z9IcR_MVnNvIgqoY,area,ChIJL9m8DS8z9IcR-b4rBVizClk,Mill Pond,,,,NEAR
285,178,ChIJ-TG57B0F9ocRmEZUACUXMBY,landmark,ChIJ1bNyQbYF9ocRHpvmH5wgSX4,Jonathan Elementary School,,117.08094,155.26181,
286,178,ChIJ-TG57B0F9ocRmEZUACUXMBY,landmark,ChIJAzdRVxwF9ocRNrl4NcOh72U,McKnight Park,,138.71414,159.5747,
287,179,ChIJx63czWQf9ocRsV-WIJxcAZI,landmark,ChIJS-tiiNIf9ocRs59EVnx4tlc,Lone Lake Park MTB Trailhead East,,172.0877,207.7435,
288,179,ChIJx63czWQf9ocRsV-WIJxcAZI,landmark,ChIJQ2viA2Mf9ocR_ytEI7zYIEM,Olive on Tap,,388.0265,485.35168,
289,179,ChIJx63czWQf9ocRsV-WIJxcAZI,landmark,ChIJ_ThHcHUf9ocRAxBafuAp33Q,Northern Fire Grilling & BBQ Supply,,392.01715,454.38083,
290,179,ChIJx63czWQf9ocRsV-WIJxcAZI,landmark,ChIJBa0Ktq4f9ocRkO8gev-IOMw,Shady Oak Pickleball Courts,,406.953,386.00372,
291,179,ChIJx63czWQf9ocRsV-WIJxcAZI,area,ChIJrVveJ2Uf9ocRTnGdeToIm-A,Lone Lake Park,,,,OUTSKIRTS
292,179,ChIJx63czWQf9ocRsV-WIJxcAZI,area,ChIJq9j7xWQf9ocRWPiNFVhwYSU,Shady Oak Lake Cemetery 1875,,,,NEAR
293,179,ChIJx63czWQf9ocRsV-WIJxcAZI,area,ChIJ90Mtl2Qf9ocRbW_h0-C82eQ,Villas at Oak CoV,,,,NEAR
294,180,ChIJkyq89J8h9ocRQYjEr0WFNlk,area,ChIJkyq89J8h9ocRURB5j07un04,Bredesen Park,,,,WITHIN
295,180,ChIJkyq89J8h9ocRQYjEr0WFNlk,area,ChIJQVN6saIh9ocRnQxHemNJpoI,Bredesen Park,,,,WITHIN
296,182,ChIJdzI31XEB9ocRwqedMx9tDf8,landmark,ChIJVYQB720B9ocRbQ_5DxTWd_4,Lake Minnetonka Regional Park,WITHIN,198.76665,352.84964,
297,182,ChIJdzI31XEB9ocRwqedMx9tDf8,landmark,ChIJc4NQv3sB9ocRXAv3p4SHjnc,Lake Minnetonka Regional Park Boat Launch,DOWN_THE_ROAD,155.70546,468.7381,
298,182,ChIJdzI31XEB9ocRwqedMx9tDf8,area,ChIJBzYiTWUB9ocR9guevkbQuKw,Lake Minnetonka Regional Park,,,,WITHIN
299,183,ChIJhzqFdCgc9ocRURsXrVA2iDM,landmark,ChIJmwM-8CUc9ocRjbx4VVB4Vls,Peaceful and Scenic Minnetonka Home - Two-Bedroom Villa,,489.84283,0.0,
300,183,ChIJhzqFdCgc9ocRURsXrVA2iDM,area,ChIJhzqFdCgc9ocRJLn1v9-7wCU,"Purgatory Park, Minnetonka Township",,,,WITHIN
301,184,ChIJt1Jk3x0Z9ocRMsh0rXv7IfE,area,ChIJt1Jk3x0Z9ocRgEIe_AzT7o0,Pheasant Woods Park,,,,OUTSKIRTS
302,186,ChIJqfxIR2Eb9ocR8sQwM0gtVVQ,area,ChIJqfxIR2Eb9ocRpSk5vElmbL8,Lake Ann Park,,,,OUTSKIRTS
303,186,ChIJqfxIR2Eb9ocR8sQwM0gtVVQ,area,ChIJD7BibWYb9ocRZSOyjlXWZDE,Public Storage,,,,NEAR
304,187,ChIJ5ZLsXDEA9ocRiKsaEULCvkA,area,ChIJDVA0zdIB9ocROoylozN7-og,Gale Woods Farm,,,,WITHIN
305,188,ChIJoZXHWzYB9ocR0DLF8Lg5xJQ,area,ChIJj2GGgT8B9ocR7QBdGvHkx9k,Carver Park Reserve,,,,OUTSKIRTS
306,189,ChIJXZ6P294c9ocRxorZkodEwiY,landmark,ChIJqRhzsLId9ocReZFwRBFbhZA,Alerus,AROUND_THE_CORNER,138.61601,161.89166,
307,189,ChIJXZ6P294c9ocRxorZkodEwiY,landmark,ChIJORuL5Ngc9ocR_WfwWWLuf8A,Excelsior Bay Books,DOWN_THE_ROAD,116.97129,122.93948,
308,189,ChIJXZ6P294c9ocRxorZkodEwiY,landmark,ChIJg2hJwd4c9ocRrXDSkcYAI-Q,Haskell's Port of Excelsior,AROUND_THE_CORNER,52.537926,93.377686,
309,189,ChIJXZ6P294c9ocRxorZkodEwiY,landmark,ChIJo-5xmdgc9ocR-DCERmxGMxs,Excelsior Commons,WITHIN,360.17947,403.1098,
310,189,ChIJXZ6P294c9ocRxorZkodEwiY,landmark,ChIJdY9Wu94c9ocRKg8P0bXVums,Excelsior Coin & Collectibles,,164.50905,242.31654,
311,189,ChIJXZ6P294c9ocRxorZkodEwiY,area,ChIJo-5xmdgc9ocRkJts0D9Wd8s,Excelsior Commons,,,,OUTSKIRTS
312,190,ChIJL7_Y8H_O9YcRSFajPl-PnBI,area,ChIJL7_Y8H_O9YcRENpt0SabHhs,Chamberlain Woods Scientific and Natural Area,,,,OUTSKIRTS
313,193,ChIJgcHAby4R9ocR8jTFvXvC3u4,landmark,ChIJhXEbAS0R9ocRYhUjXBBWm_I,Cross of Peace Lutheran Church,,179.42921,481.9152,
314,193,ChIJgcHAby4R9ocR8jTFvXvC3u4,area,ChIJzYijby4R9ocRftDaF7YjY_M,Timber Trails Park,,,,OUTSKIRTS
315,195,ChIJncKlUaX99YcRDT-hHN70u88,area,ChIJncKlUaX99YcRGKuubzHGjx4,Clearwater Mills Park,,,,NEAR
316,196,ChIJtzCAvXQa9ocRTqc6Km714xM,landmark,ChIJkQsB_XQa9ocRJXjjcDhQSI8,O'Brien's Public House,,174.85791,293.39188,
317,196,ChIJtzCAvXQa9ocRTqc6Km714xM,landmark,ChIJp5wQy3Qa9ocR7jB0xYs7BLs,Riverside Liquors Inc.,,116.94313,277.20853,
318,196,ChIJtzCAvXQa9ocRTqc6Km714xM,landmark,ChIJv1a1r3Ua9ocR1mLzzppT0Ok,United States Postal Service,,254.73868,364.68295,
319,196,ChIJtzCAvXQa9ocRTqc6Km714xM,landmark,ChIJe09p2XQa9ocRG1L8LRYjjYU,Holiday Stationstores,,162.53723,303.8065,
320,196,ChIJtzCAvXQa9ocRTqc6Km714xM,landmark,ChIJx0e8NHQa9ocRnJObpmN4a9U,Domino's Pizza,,282.75656,331.02524,
321,196,ChIJtzCAvXQa9ocRTqc6Km714xM,area,ChIJtzCAvXQa9ocRecb6fTIihm0,Huber Park,,,,WITHIN
322,197,ChIJz7HRKwAv9IcR7hijUdCNRKo,landmark,ChIJcwD228go9IcRaIniNMMiCuY,Lentz Seamless Gutters,AROUND_THE_CORNER,298.09467,262.6748,
323,197,ChIJz7HRKwAv9IcR7hijUdCNRKo,area,ChIJRwVrm1cu9IcRHXpVlLKOcik,Lake George Park,,,,OUTSKIRTS
